Szkoła;Klasa;Uczeń;Lokalizacja;Typ;Metoda;Liczba_uczniów;Płeć;Obiad;Pre_test;Post_test
GJJHK;NOR;CGV37;podmiejska;publiczna;eksperymentalna;27;chłopiec;kwalifikuje się;66;79
GJJHK;NOR;CNEYB;podmiejska;publiczna;eksperymentalna;27;chłopiec;kwalifikuje się;59;75
GJJHK;NOR;DUG1A;podmiejska;publiczna;eksperymentalna;27;chłopiec;kwalifikuje się;61;79
GJJHK;NOR;FBVVD;podmiejska;publiczna;eksperymentalna;27;chłopiec;nie kwalifikuje się;65;80
GJJHK;NOR;I0L86;podmiejska;publiczna;eksperymentalna;27;dziewczynka;kwalifikuje się;65;81
GJJHK;NOR;I30XE;podmiejska;publiczna;eksperymentalna;27;dziewczynka;kwalifikuje się;61;85
GJJHK;NOR;JH2PX;podmiejska;publiczna;eksperymentalna;27;chłopiec;kwalifikuje się;63;78
GJJHK;NOR;PNO97;podmiejska;publiczna;eksperymentalna;27;dziewczynka;kwalifikuje się;64;79
GJJHK;NOR;QZJWC;podmiejska;publiczna;eksperymentalna;27;dziewczynka;kwalifikuje się;60;77
GJJHK;NOR;RUPTX;podmiejska;publiczna;eksperymentalna;27;dziewczynka;kwalifikuje się;60;73
GJJHK;NOR;TMN52;podmiejska;publiczna;eksperymentalna;27;chłopiec;nie kwalifikuje się;65;84
GJJHK;NOR;WPYXQ;podmiejska;publiczna;eksperymentalna;27;dziewczynka;nie kwalifikuje się;68;83
GJJHK;NOR;YPLB7;podmiejska;publiczna;eksperymentalna;27;dziewczynka;nie kwalifikuje się;67;81
GJJHK;NOR;ZH0UC;podmiejska;publiczna;eksperymentalna;27;dziewczynka;kwalifikuje się;60;74
GJJHK;NOR;ZLIIF;podmiejska;publiczna;eksperymentalna;27;chłopiec;kwalifikuje się;64;77
GJJHK;X78;0YINX;podmiejska;publiczna;standardowa;21;chłopiec;kwalifikuje się;55;64
GJJHK;X78;1X80E;podmiejska;publiczna;standardowa;21;dziewczynka;nie kwalifikuje się;59;64
GJJHK;X78;42M64;podmiejska;publiczna;standardowa;21;chłopiec;kwalifikuje się;53;65
GJJHK;X78;4EPVT;podmiejska;publiczna;standardowa;21;chłopiec;kwalifikuje się;59;69
GJJHK;X78;6TS1O;podmiejska;publiczna;standardowa;21;chłopiec;kwalifikuje się;52;61
GJJHK;X78;7X7KI;podmiejska;publiczna;standardowa;21;chłopiec;kwalifikuje się;53;64
GJJHK;X78;AX6YY;podmiejska;publiczna;standardowa;21;dziewczynka;kwalifikuje się;53;63
GJJHK;X78;CZSGJ;podmiejska;publiczna;standardowa;21;dziewczynka;kwalifikuje się;58;65
GJJHK;X78;IJKWF;podmiejska;publiczna;standardowa;21;dziewczynka;nie kwalifikuje się;55;72
GJJHK;X78;ILS1W;podmiejska;publiczna;standardowa;21;chłopiec;kwalifikuje się;62;72
GJJHK;X78;KUH3Q;podmiejska;publiczna;standardowa;21;chłopiec;kwalifikuje się;57;60
GJJHK;X78;LFC9U;podmiejska;publiczna;standardowa;21;chłopiec;nie kwalifikuje się;59;70
GJJHK;X78;MIGU8;podmiejska;publiczna;standardowa;21;chłopiec;kwalifikuje się;52;65
GJJHK;X78;MMT5M;podmiejska;publiczna;standardowa;21;chłopiec;nie kwalifikuje się;63;74
GJJHK;X78;R1PZ7;podmiejska;publiczna;standardowa;21;dziewczynka;kwalifikuje się;57;69
GJJHK;X78;RWS2C;podmiejska;publiczna;standardowa;21;chłopiec;kwalifikuje się;55;63
GJJHK;X78;SJ05X;podmiejska;publiczna;standardowa;21;dziewczynka;kwalifikuje się;54;69
GJJHK;X78;USMBE;podmiejska;publiczna;standardowa;21;dziewczynka;kwalifikuje się;54;69
GJJHK;X78;W1RIV;podmiejska;publiczna;standardowa;21;chłopiec;kwalifikuje się;52;62
GJJHK;X78;ZJ7VU;podmiejska;publiczna;standardowa;21;chłopiec;kwalifikuje się;56;65
GJJHK;X78;ZJHIT;podmiejska;publiczna;standardowa;21;chłopiec;nie kwalifikuje się;56;62
GJJHK;YUC;0G5ME;podmiejska;publiczna;standardowa;21;dziewczynka;kwalifikuje się;52;57
GJJHK;YUC;0TIVQ;podmiejska;publiczna;standardowa;21;dziewczynka;kwalifikuje się;47;57
GJJHK;YUC;3RFLZ;podmiejska;publiczna;standardowa;21;dziewczynka;kwalifikuje się;45;49
GJJHK;YUC;5TM1N;podmiejska;publiczna;standardowa;21;dziewczynka;kwalifikuje się;47;54
GJJHK;YUC;73BV7;podmiejska;publiczna;standardowa;21;dziewczynka;kwalifikuje się;48;55
GJJHK;YUC;7K35Q;podmiejska;publiczna;standardowa;21;dziewczynka;kwalifikuje się;45;54
GJJHK;YUC;7SD9P;podmiejska;publiczna;standardowa;21;chłopiec;kwalifikuje się;46;59
GJJHK;YUC;8D526;podmiejska;publiczna;standardowa;21;chłopiec;kwalifikuje się;49;58
GJJHK;YUC;9S1OP;podmiejska;publiczna;standardowa;21;chłopiec;nie kwalifikuje się;47;62
GJJHK;YUC;DZP4C;podmiejska;publiczna;standardowa;21;dziewczynka;kwalifikuje się;44;55
GJJHK;YUC;F3VMF;podmiejska;publiczna;standardowa;21;dziewczynka;kwalifikuje się;47;59
GJJHK;YUC;FYE5C;podmiejska;publiczna;standardowa;21;dziewczynka;kwalifikuje się;48;59
GJJHK;YUC;K3DEI;podmiejska;publiczna;standardowa;21;dziewczynka;kwalifikuje się;41;54
GJJHK;YUC;K6QF7;podmiejska;publiczna;standardowa;21;dziewczynka;kwalifikuje się;42;53
GJJHK;YUC;M14K7;podmiejska;publiczna;standardowa;21;chłopiec;nie kwalifikuje się;45;60
GJJHK;YUC;N1YBR;podmiejska;publiczna;standardowa;21;dziewczynka;kwalifikuje się;52;59
GJJHK;YUC;O6C2E;podmiejska;publiczna;standardowa;21;dziewczynka;kwalifikuje się;44;51
GJJHK;YUC;P259Z;podmiejska;publiczna;standardowa;21;dziewczynka;kwalifikuje się;50;55
GJJHK;YUC;QUOMH;podmiejska;publiczna;standardowa;21;dziewczynka;kwalifikuje się;40;53
GJJHK;YUC;RT30S;podmiejska;publiczna;standardowa;21;chłopiec;kwalifikuje się;40;51
GJJHK;YUC;S85CT;podmiejska;publiczna;standardowa;21;chłopiec;kwalifikuje się;44;57
GJJHK;ZDT;1AP9Z;podmiejska;publiczna;standardowa;27;dziewczynka;kwalifikuje się;58;67
GJJHK;ZDT;2WHU2;podmiejska;publiczna;standardowa;27;chłopiec;kwalifikuje się;54;60
GJJHK;ZDT;74BU8;podmiejska;publiczna;standardowa;27;chłopiec;kwalifikuje się;51;63
GJJHK;ZDT;79WZ1;podmiejska;publiczna;standardowa;27;chłopiec;kwalifikuje się;52;59
GJJHK;ZDT;7ZTHI;podmiejska;publiczna;standardowa;27;dziewczynka;kwalifikuje się;57;70
GJJHK;ZDT;8FPNB;podmiejska;publiczna;standardowa;27;dziewczynka;nie kwalifikuje się;54;65
GJJHK;ZDT;B1OMF;podmiejska;publiczna;standardowa;27;chłopiec;kwalifikuje się;56;66
GJJHK;ZDT;BED44;podmiejska;publiczna;standardowa;27;chłopiec;kwalifikuje się;52;59
GJJHK;ZDT;CL6FV;podmiejska;publiczna;standardowa;27;chłopiec;kwalifikuje się;55;69
GJJHK;ZDT;DXOUM;podmiejska;publiczna;standardowa;27;chłopiec;kwalifikuje się;49;62
GJJHK;ZDT;EPWXS;podmiejska;publiczna;standardowa;27;chłopiec;kwalifikuje się;52;63
GJJHK;ZDT;FIRGN;podmiejska;publiczna;standardowa;27;chłopiec;kwalifikuje się;55;64
GJJHK;ZDT;FZMZP;podmiejska;publiczna;standardowa;27;dziewczynka;kwalifikuje się;57;63
GJJHK;ZDT;GI2EF;podmiejska;publiczna;standardowa;27;chłopiec;kwalifikuje się;54;67
GJJHK;ZDT;HKS1U;podmiejska;publiczna;standardowa;27;dziewczynka;kwalifikuje się;56;64
GJJHK;ZDT;K0K0A;podmiejska;publiczna;standardowa;27;dziewczynka;nie kwalifikuje się;54;66
GJJHK;ZDT;K6ZPT;podmiejska;publiczna;standardowa;27;chłopiec;kwalifikuje się;50;63
GJJHK;ZDT;L8312;podmiejska;publiczna;standardowa;27;dziewczynka;kwalifikuje się;54;63
GJJHK;ZDT;LB2TH;podmiejska;publiczna;standardowa;27;chłopiec;kwalifikuje się;48;61
GJJHK;ZDT;ND7EU;podmiejska;publiczna;standardowa;27;dziewczynka;nie kwalifikuje się;60;69
GJJHK;ZDT;O8YKS;podmiejska;publiczna;standardowa;27;dziewczynka;kwalifikuje się;54;63
GJJHK;ZDT;SPPI3;podmiejska;publiczna;standardowa;27;dziewczynka;kwalifikuje się;55;65
GJJHK;ZDT;U2EMB;podmiejska;publiczna;standardowa;27;dziewczynka;kwalifikuje się;52;68
GJJHK;ZDT;UKJAZ;podmiejska;publiczna;standardowa;27;chłopiec;kwalifikuje się;49;65
GJJHK;ZDT;VKH07;podmiejska;publiczna;standardowa;27;chłopiec;kwalifikuje się;55;61
GJJHK;ZDT;W5NUO;podmiejska;publiczna;standardowa;27;chłopiec;kwalifikuje się;52;66
GJJHK;ZDT;XRD78;podmiejska;publiczna;standardowa;27;dziewczynka;kwalifikuje się;55;64
GOKXL;ENO;4KZTB;wiejska;publiczna;eksperymentalna;22;dziewczynka;kwalifikuje się;50;72
GOKXL;ENO;73OKF;wiejska;publiczna;eksperymentalna;22;dziewczynka;kwalifikuje się;57;70
GOKXL;ENO;7GLHH;wiejska;publiczna;eksperymentalna;22;chłopiec;kwalifikuje się;58;70
GOKXL;ENO;7PFTS;wiejska;publiczna;eksperymentalna;22;chłopiec;nie kwalifikuje się;61;72
GOKXL;ENO;86R4S;wiejska;publiczna;eksperymentalna;22;dziewczynka;nie kwalifikuje się;60;70
GOKXL;ENO;99V7R;wiejska;publiczna;eksperymentalna;22;chłopiec;kwalifikuje się;55;71
GOKXL;ENO;9TO9F;wiejska;publiczna;eksperymentalna;22;chłopiec;kwalifikuje się;55;68
GOKXL;ENO;B5Y1R;wiejska;publiczna;eksperymentalna;22;chłopiec;nie kwalifikuje się;55;74
GOKXL;ENO;BVRN8;wiejska;publiczna;eksperymentalna;22;dziewczynka;kwalifikuje się;52;65
GOKXL;ENO;C9ZJQ;wiejska;publiczna;eksperymentalna;22;dziewczynka;kwalifikuje się;53;72
GOKXL;ENO;DNCDV;wiejska;publiczna;eksperymentalna;22;chłopiec;kwalifikuje się;54;72
GOKXL;ENO;GK1Q3;wiejska;publiczna;eksperymentalna;22;dziewczynka;kwalifikuje się;51;62
GOKXL;ENO;HCOHF;wiejska;publiczna;eksperymentalna;22;chłopiec;nie kwalifikuje się;56;72
GOKXL;ENO;K2N0T;wiejska;publiczna;eksperymentalna;22;dziewczynka;kwalifikuje się;59;77
GOKXL;ENO;KI2M3;wiejska;publiczna;eksperymentalna;22;chłopiec;kwalifikuje się;51;69
GOKXL;ENO;NK5EF;wiejska;publiczna;eksperymentalna;22;chłopiec;kwalifikuje się;50;69
GOKXL;ENO;PLX9B;wiejska;publiczna;eksperymentalna;22;dziewczynka;kwalifikuje się;59;75
GOKXL;ENO;RFVK8;wiejska;publiczna;eksperymentalna;22;dziewczynka;nie kwalifikuje się;59;70
GOKXL;ENO;RTGSE;wiejska;publiczna;eksperymentalna;22;dziewczynka;kwalifikuje się;52;69
GOKXL;ENO;SQBOO;wiejska;publiczna;eksperymentalna;22;chłopiec;kwalifikuje się;54;69
GOKXL;ENO;UPAJX;wiejska;publiczna;eksperymentalna;22;chłopiec;kwalifikuje się;46;65
GOKXL;ENO;YSVSY;wiejska;publiczna;eksperymentalna;22;chłopiec;kwalifikuje się;49;67
GOKXL;TSA;1990J;wiejska;publiczna;eksperymentalna;23;dziewczynka;kwalifikuje się;56;70
GOKXL;TSA;2UYFR;wiejska;publiczna;eksperymentalna;23;chłopiec;kwalifikuje się;54;72
GOKXL;TSA;31EAI;wiejska;publiczna;eksperymentalna;23;chłopiec;kwalifikuje się;57;71
GOKXL;TSA;5H30M;wiejska;publiczna;eksperymentalna;23;chłopiec;kwalifikuje się;54;68
GOKXL;TSA;6THJV;wiejska;publiczna;eksperymentalna;23;chłopiec;nie kwalifikuje się;58;68
GOKXL;TSA;8GKA1;wiejska;publiczna;eksperymentalna;23;chłopiec;kwalifikuje się;59;70
GOKXL;TSA;B7ZPX;wiejska;publiczna;eksperymentalna;23;dziewczynka;kwalifikuje się;55;71
GOKXL;TSA;CESCR;wiejska;publiczna;eksperymentalna;23;dziewczynka;kwalifikuje się;51;69
GOKXL;TSA;DZLHN;wiejska;publiczna;eksperymentalna;23;dziewczynka;kwalifikuje się;58;71
GOKXL;TSA;EJH9S;wiejska;publiczna;eksperymentalna;23;chłopiec;kwalifikuje się;54;74
GOKXL;TSA;ENASL;wiejska;publiczna;eksperymentalna;23;chłopiec;nie kwalifikuje się;53;68
GOKXL;TSA;GVLVE;wiejska;publiczna;eksperymentalna;23;chłopiec;kwalifikuje się;52;68
GOKXL;TSA;H6KJ5;wiejska;publiczna;eksperymentalna;23;chłopiec;kwalifikuje się;51;66
GOKXL;TSA;JHKPJ;wiejska;publiczna;eksperymentalna;23;dziewczynka;kwalifikuje się;54;72
GOKXL;TSA;JX1DB;wiejska;publiczna;eksperymentalna;23;dziewczynka;kwalifikuje się;48;63
GOKXL;TSA;L1D2K;wiejska;publiczna;eksperymentalna;23;chłopiec;kwalifikuje się;56;74
GOKXL;TSA;LBNRH;wiejska;publiczna;eksperymentalna;23;chłopiec;kwalifikuje się;52;70
GOKXL;TSA;NRU3S;wiejska;publiczna;eksperymentalna;23;chłopiec;kwalifikuje się;53;61
GOKXL;TSA;PUU4A;wiejska;publiczna;eksperymentalna;23;dziewczynka;kwalifikuje się;54;69
GOKXL;TSA;QOXPF;wiejska;publiczna;eksperymentalna;23;chłopiec;nie kwalifikuje się;50;67
GOKXL;TSA;R4P1G;wiejska;publiczna;eksperymentalna;23;chłopiec;kwalifikuje się;48;70
GOKXL;TSA;XHFUX;wiejska;publiczna;eksperymentalna;23;chłopiec;kwalifikuje się;56;75
GOKXL;TSA;ZRYLC;wiejska;publiczna;eksperymentalna;23;chłopiec;kwalifikuje się;53;69
GOKXL;VA6;0YXPR;wiejska;publiczna;standardowa;19;dziewczynka;kwalifikuje się;48;56
GOKXL;VA6;1QIW0;wiejska;publiczna;standardowa;19;chłopiec;nie kwalifikuje się;49;57
GOKXL;VA6;1SDXS;wiejska;publiczna;standardowa;19;dziewczynka;kwalifikuje się;40;52
GOKXL;VA6;6BFD2;wiejska;publiczna;standardowa;19;chłopiec;nie kwalifikuje się;42;61
GOKXL;VA6;876R0;wiejska;publiczna;standardowa;19;chłopiec;kwalifikuje się;43;57
GOKXL;VA6;APD4B;wiejska;publiczna;standardowa;19;chłopiec;kwalifikuje się;43;56
GOKXL;VA6;AXE5J;wiejska;publiczna;standardowa;19;dziewczynka;kwalifikuje się;47;53
GOKXL;VA6;BPVY4;wiejska;publiczna;standardowa;19;dziewczynka;kwalifikuje się;44;53
GOKXL;VA6;BR5EY;wiejska;publiczna;standardowa;19;dziewczynka;kwalifikuje się;42;53
GOKXL;VA6;CR5FB;wiejska;publiczna;standardowa;19;chłopiec;kwalifikuje się;45;53
GOKXL;VA6;IJPLC;wiejska;publiczna;standardowa;19;chłopiec;nie kwalifikuje się;44;53
GOKXL;VA6;M5UK3;wiejska;publiczna;standardowa;19;dziewczynka;kwalifikuje się;44;57
GOKXL;VA6;MOCJB;wiejska;publiczna;standardowa;19;chłopiec;kwalifikuje się;41;50
GOKXL;VA6;R8JLM;wiejska;publiczna;standardowa;19;dziewczynka;kwalifikuje się;39;48
GOKXL;VA6;RTKNR;wiejska;publiczna;standardowa;19;chłopiec;kwalifikuje się;39;48
GOKXL;VA6;TME5H;wiejska;publiczna;standardowa;19;dziewczynka;kwalifikuje się;43;53
GOKXL;VA6;WUYJ3;wiejska;publiczna;standardowa;19;dziewczynka;nie kwalifikuje się;45;57
GOKXL;VA6;YT5M3;wiejska;publiczna;standardowa;19;chłopiec;kwalifikuje się;45;53
GOKXL;VA6;Z2T0F;wiejska;publiczna;standardowa;19;chłopiec;kwalifikuje się;36;51
GOOBU;18K;0KZS6;miejska;publiczna;standardowa;31;dziewczynka;kwalifikuje się;47;58
GOOBU;18K;3XNVR;miejska;publiczna;standardowa;31;chłopiec;kwalifikuje się;50;57
GOOBU;18K;4MTC1;miejska;publiczna;standardowa;31;chłopiec;kwalifikuje się;48;53
GOOBU;18K;7QOXV;miejska;publiczna;standardowa;31;dziewczynka;kwalifikuje się;53;57
GOOBU;18K;AQCB5;miejska;publiczna;standardowa;31;chłopiec;kwalifikuje się;46;59
GOOBU;18K;BGPAQ;miejska;publiczna;standardowa;31;chłopiec;kwalifikuje się;46;54
GOOBU;18K;BV3MI;miejska;publiczna;standardowa;31;chłopiec;kwalifikuje się;45;51
GOOBU;18K;BXPDJ;miejska;publiczna;standardowa;31;dziewczynka;kwalifikuje się;44;55
GOOBU;18K;F1JQ8;miejska;publiczna;standardowa;31;chłopiec;kwalifikuje się;50;56
GOOBU;18K;FW95I;miejska;publiczna;standardowa;31;chłopiec;kwalifikuje się;49;58
GOOBU;18K;G1R40;miejska;publiczna;standardowa;31;chłopiec;kwalifikuje się;42;56
GOOBU;18K;H02VP;miejska;publiczna;standardowa;31;chłopiec;kwalifikuje się;47;53
GOOBU;18K;JQ4OT;miejska;publiczna;standardowa;31;dziewczynka;kwalifikuje się;44;57
GOOBU;18K;K8AKM;miejska;publiczna;standardowa;31;chłopiec;nie kwalifikuje się;44;59
GOOBU;18K;KHMUC;miejska;publiczna;standardowa;31;dziewczynka;kwalifikuje się;49;55
GOOBU;18K;N1N93;miejska;publiczna;standardowa;31;dziewczynka;kwalifikuje się;47;55
GOOBU;18K;NT35W;miejska;publiczna;standardowa;31;chłopiec;kwalifikuje się;42;54
GOOBU;18K;P6MIL;miejska;publiczna;standardowa;31;dziewczynka;kwalifikuje się;48;58
GOOBU;18K;PLN0Y;miejska;publiczna;standardowa;31;chłopiec;kwalifikuje się;45;51
GOOBU;18K;T72EG;miejska;publiczna;standardowa;31;chłopiec;kwalifikuje się;42;52
GOOBU;18K;U46W3;miejska;publiczna;standardowa;31;dziewczynka;kwalifikuje się;43;60
GOOBU;18K;V3J4V;miejska;publiczna;standardowa;31;dziewczynka;kwalifikuje się;52;59
GOOBU;18K;VIVT4;miejska;publiczna;standardowa;31;dziewczynka;kwalifikuje się;41;53
GOOBU;18K;VMAIX;miejska;publiczna;standardowa;31;dziewczynka;kwalifikuje się;50;57
GOOBU;18K;X01MT;miejska;publiczna;standardowa;31;chłopiec;kwalifikuje się;42;51
GOOBU;18K;X1KJ2;miejska;publiczna;standardowa;31;dziewczynka;nie kwalifikuje się;47;59
GOOBU;18K;XVQ6F;miejska;publiczna;standardowa;31;dziewczynka;kwalifikuje się;41;57
GOOBU;18K;YVDVY;miejska;publiczna;standardowa;31;dziewczynka;nie kwalifikuje się;55;62
GOOBU;18K;YW9AS;miejska;publiczna;standardowa;31;chłopiec;kwalifikuje się;48;58
GOOBU;18K;ZAUS9;miejska;publiczna;standardowa;31;chłopiec;kwalifikuje się;51;62
GOOBU;18K;ZLJJG;miejska;publiczna;standardowa;31;dziewczynka;kwalifikuje się;42;51
GOOBU;CXC;11I5O;miejska;publiczna;standardowa;24;chłopiec;kwalifikuje się;31;39
GOOBU;CXC;2G98P;miejska;publiczna;standardowa;24;dziewczynka;nie kwalifikuje się;35;43
GOOBU;CXC;3EO9U;miejska;publiczna;standardowa;24;dziewczynka;kwalifikuje się;31;45
GOOBU;CXC;3JJUP;miejska;publiczna;standardowa;24;chłopiec;nie kwalifikuje się;38;45
GOOBU;CXC;7X0DK;miejska;publiczna;standardowa;24;chłopiec;nie kwalifikuje się;33;47
GOOBU;CXC;8AP2H;miejska;publiczna;standardowa;24;dziewczynka;kwalifikuje się;27;42
GOOBU;CXC;CF84B;miejska;publiczna;standardowa;24;chłopiec;kwalifikuje się;36;44
GOOBU;CXC;DVU8C;miejska;publiczna;standardowa;24;dziewczynka;kwalifikuje się;33;46
GOOBU;CXC;F4L64;miejska;publiczna;standardowa;24;dziewczynka;kwalifikuje się;30;43
GOOBU;CXC;GXVMO;miejska;publiczna;standardowa;24;dziewczynka;kwalifikuje się;33;43
GOOBU;CXC;HPY7B;miejska;publiczna;standardowa;24;dziewczynka;kwalifikuje się;36;43
GOOBU;CXC;ITHSP;miejska;publiczna;standardowa;24;chłopiec;kwalifikuje się;36;45
GOOBU;CXC;IXGKA;miejska;publiczna;standardowa;24;chłopiec;kwalifikuje się;30;42
GOOBU;CXC;J65X1;miejska;publiczna;standardowa;24;chłopiec;kwalifikuje się;33;43
GOOBU;CXC;JQC0G;miejska;publiczna;standardowa;24;dziewczynka;kwalifikuje się;34;48
GOOBU;CXC;JQPK7;miejska;publiczna;standardowa;24;dziewczynka;kwalifikuje się;37;41
GOOBU;CXC;JX5I4;miejska;publiczna;standardowa;24;dziewczynka;kwalifikuje się;33;36
GOOBU;CXC;KSX2Y;miejska;publiczna;standardowa;24;chłopiec;kwalifikuje się;33;40
GOOBU;CXC;QUDU5;miejska;publiczna;standardowa;24;dziewczynka;kwalifikuje się;32;45
GOOBU;CXC;S5SBH;miejska;publiczna;standardowa;24;dziewczynka;kwalifikuje się;29;44
GOOBU;CXC;UPVQB;miejska;publiczna;standardowa;24;dziewczynka;nie kwalifikuje się;39;52
GOOBU;CXC;Y1CCJ;miejska;publiczna;standardowa;24;dziewczynka;nie kwalifikuje się;38;48
GOOBU;CXC;YSJ06;miejska;publiczna;standardowa;24;chłopiec;kwalifikuje się;29;41
GOOBU;CXC;ZCA7A;miejska;publiczna;standardowa;24;dziewczynka;kwalifikuje się;33;46
GOOBU;HKF;09J0H;miejska;publiczna;standardowa;28;dziewczynka;kwalifikuje się;28;43
GOOBU;HKF;5FVZF;miejska;publiczna;standardowa;28;chłopiec;kwalifikuje się;33;41
GOOBU;HKF;6GLIV;miejska;publiczna;standardowa;28;dziewczynka;kwalifikuje się;37;44
GOOBU;HKF;76TQY;miejska;publiczna;standardowa;28;chłopiec;kwalifikuje się;28;45
GOOBU;HKF;78IT6;miejska;publiczna;standardowa;28;dziewczynka;kwalifikuje się;32;32
GOOBU;HKF;85XTO;miejska;publiczna;standardowa;28;dziewczynka;kwalifikuje się;30;43
GOOBU;HKF;8BONX;miejska;publiczna;standardowa;28;chłopiec;kwalifikuje się;31;38
GOOBU;HKF;8LIDQ;miejska;publiczna;standardowa;28;dziewczynka;kwalifikuje się;27;43
GOOBU;HKF;C5QDD;miejska;publiczna;standardowa;28;dziewczynka;kwalifikuje się;28;45
GOOBU;HKF;ESWTA;miejska;publiczna;standardowa;28;chłopiec;kwalifikuje się;32;38
GOOBU;HKF;ET5M9;miejska;publiczna;standardowa;28;dziewczynka;kwalifikuje się;23;35
GOOBU;HKF;G7UZ5;miejska;publiczna;standardowa;28;chłopiec;kwalifikuje się;30;39
GOOBU;HKF;I6HEI;miejska;publiczna;standardowa;28;dziewczynka;kwalifikuje się;33;42
GOOBU;HKF;JR3ZP;miejska;publiczna;standardowa;28;dziewczynka;kwalifikuje się;30;39
GOOBU;HKF;LRVKJ;miejska;publiczna;standardowa;28;chłopiec;kwalifikuje się;30;44
GOOBU;HKF;LTIOX;miejska;publiczna;standardowa;28;chłopiec;kwalifikuje się;26;34
GOOBU;HKF;LW21L;miejska;publiczna;standardowa;28;chłopiec;kwalifikuje się;31;42
GOOBU;HKF;M78WF;miejska;publiczna;standardowa;28;chłopiec;kwalifikuje się;30;41
GOOBU;HKF;P4SN4;miejska;publiczna;standardowa;28;chłopiec;kwalifikuje się;36;44
GOOBU;HKF;T7HV4;miejska;publiczna;standardowa;28;chłopiec;kwalifikuje się;27;39
GOOBU;HKF;TJ7G8;miejska;publiczna;standardowa;28;chłopiec;kwalifikuje się;36;43
GOOBU;HKF;UG0VP;miejska;publiczna;standardowa;28;chłopiec;kwalifikuje się;30;41
GOOBU;HKF;UJQR2;miejska;publiczna;standardowa;28;dziewczynka;kwalifikuje się;32;42
GOOBU;HKF;UVLBR;miejska;publiczna;standardowa;28;dziewczynka;kwalifikuje się;31;45
GOOBU;HKF;W20C6;miejska;publiczna;standardowa;28;dziewczynka;kwalifikuje się;34;43
GOOBU;HKF;Y7AXC;miejska;publiczna;standardowa;28;chłopiec;kwalifikuje się;30;40
GOOBU;HKF;ZC4LX;miejska;publiczna;standardowa;28;chłopiec;kwalifikuje się;30;44
GOOBU;HKF;ZDEIJ;miejska;publiczna;standardowa;28;dziewczynka;kwalifikuje się;33;40
GOOBU;PBA;0DXGZ;miejska;publiczna;standardowa;24;chłopiec;kwalifikuje się;41;49
GOOBU;PBA;0OW7I;miejska;publiczna;standardowa;24;chłopiec;kwalifikuje się;40;50
GOOBU;PBA;1DA31;miejska;publiczna;standardowa;24;chłopiec;kwalifikuje się;37;45
GOOBU;PBA;1GWDJ;miejska;publiczna;standardowa;24;chłopiec;kwalifikuje się;37;44
GOOBU;PBA;2EXQP;miejska;publiczna;standardowa;24;dziewczynka;kwalifikuje się;40;51
GOOBU;PBA;2PEWE;miejska;publiczna;standardowa;24;chłopiec;kwalifikuje się;41;51
GOOBU;PBA;4TYTZ;miejska;publiczna;standardowa;24;chłopiec;kwalifikuje się;37;50
GOOBU;PBA;56VOR;miejska;publiczna;standardowa;24;chłopiec;kwalifikuje się;36;49
GOOBU;PBA;5W6IT;miejska;publiczna;standardowa;24;chłopiec;kwalifikuje się;41;54
GOOBU;PBA;6KYW4;miejska;publiczna;standardowa;24;dziewczynka;nie kwalifikuje się;40;52
GOOBU;PBA;9GEEG;miejska;publiczna;standardowa;24;chłopiec;kwalifikuje się;39;46
GOOBU;PBA;B9AML;miejska;publiczna;standardowa;24;chłopiec;kwalifikuje się;40;49
GOOBU;PBA;BG9FM;miejska;publiczna;standardowa;24;chłopiec;kwalifikuje się;42;50
GOOBU;PBA;BHSCF;miejska;publiczna;standardowa;24;chłopiec;kwalifikuje się;39;48
GOOBU;PBA;EQDEK;miejska;publiczna;standardowa;24;chłopiec;kwalifikuje się;45;54
GOOBU;PBA;FZ955;miejska;publiczna;standardowa;24;dziewczynka;kwalifikuje się;42;48
GOOBU;PBA;GNFMX;miejska;publiczna;standardowa;24;dziewczynka;kwalifikuje się;43;54
GOOBU;PBA;GYLI8;miejska;publiczna;standardowa;24;chłopiec;nie kwalifikuje się;44;54
GOOBU;PBA;M4RH1;miejska;publiczna;standardowa;24;chłopiec;kwalifikuje się;40;51
GOOBU;PBA;MMHV2;miejska;publiczna;standardowa;24;chłopiec;kwalifikuje się;36;48
GOOBU;PBA;OZ1IC;miejska;publiczna;standardowa;24;dziewczynka;nie kwalifikuje się;47;55
GOOBU;PBA;QYUIJ;miejska;publiczna;standardowa;24;chłopiec;kwalifikuje się;43;53
GOOBU;PBA;ULA1C;miejska;publiczna;standardowa;24;dziewczynka;kwalifikuje się;38;51
GOOBU;PBA;XDCZU;miejska;publiczna;standardowa;24;chłopiec;kwalifikuje się;40;54
GOOBU;U6J;0TG4E;miejska;publiczna;standardowa;25;dziewczynka;kwalifikuje się;44;52
GOOBU;U6J;3CQUU;miejska;publiczna;standardowa;25;dziewczynka;kwalifikuje się;40;52
GOOBU;U6J;3TJ3A;miejska;publiczna;standardowa;25;dziewczynka;kwalifikuje się;43;53
GOOBU;U6J;6OUSM;miejska;publiczna;standardowa;25;dziewczynka;kwalifikuje się;36;50
GOOBU;U6J;9178O;miejska;publiczna;standardowa;25;chłopiec;kwalifikuje się;40;51
GOOBU;U6J;AZJMV;miejska;publiczna;standardowa;25;dziewczynka;kwalifikuje się;41;47
GOOBU;U6J;B2JPA;miejska;publiczna;standardowa;25;dziewczynka;kwalifikuje się;39;47
